B,G,R,Label
1.8140431195172686,1.8184236860972702,1.5282180233167137,True
1.7498054012789521,1.7842003510282936,1.5282180233167137,True
1.7016271126002147,1.7328653484248284,1.5282180233167137,True
1.6695082534810564,1.6986420133558515,1.5282180233167137,True
1.6373893943618982,1.6644186782868748,1.5282180233167137,True
1.6213299648023192,1.6473070107523864,1.5282180233167137,True
1.6052705352427399,1.630195343217898,1.5152219701897478,True
1.5731516761235818,1.6130836756834097,1.502225917062782,True
1.5892111056831608,1.6473070107523864,1.4892298639358161,True
1.5570922465640027,1.6473070107523864,1.4892298639358161,True
1.5570922465640027,1.6473070107523864,1.5152219701897478,True
1.5570922465640027,1.630195343217898,1.5282180233167137,True
1.6052705352427399,1.681530345821363,1.5282180233167137,True
1.5892111056831608,1.6644186782868748,1.5282180233167137,True
1.5892111056831608,1.6473070107523864,1.5282180233167137,True
1.5731516761235818,1.630195343217898,1.5282180233167137,True
1.5570922465640027,1.6130836756834097,1.5282180233167137,True
1.5410328170044234,1.5959720081489213,1.5282180233167137,True
1.5249733874448443,1.5788603406144328,1.5152219701897478,True
1.5089139578852653,1.5617486730799444,1.502225917062782,True
1.5410328170044234,1.5617486730799444,1.502225917062782,True
1.5570922465640027,1.5788603406144328,1.5152219701897478,True
1.5731516761235818,1.5959720081489213,1.5282180233167137,True
1.5892111056831608,1.6130836756834097,1.5282180233167137,True
1.6052705352427399,1.630195343217898,1.5282180233167137,True
1.4607356692065279,1.4761903354075026,1.4372456514279524,True
1.5249733874448443,1.5446370055454561,1.4892298639358161,True
1.5731516761235818,1.6130836756834097,1.5152219701897478,True
1.5731516761235818,1.6644186782868748,1.502225917062782,True
1.5892111056831608,1.6986420133558515,1.502225917062782,True
1.6052705352427399,1.6986420133558515,1.5282180233167137,True
1.5892111056831608,1.681530345821363,1.5152219701897478,True
1.5410328170044234,1.630195343217898,1.502225917062782,True
1.5249733874448443,1.6130836756834097,1.4892298639358161,True
1.5249733874448443,1.5959720081489213,1.502225917062782,True
1.5089139578852653,1.5788603406144328,1.4892298639358161,True
1.492854528325686,1.5446370055454561,1.4892298639358161,True
1.476795098766107,1.5275253380109677,1.4762338108088502,True
1.476795098766107,1.5104136704764792,1.502225917062782,True
1.492854528325686,1.5275253380109677,1.5152219701897478,True
1.3964979509682114,1.459078667873014,1.4762338108088502,True
1.3804385214086323,1.4419670003385259,1.4632377576818842,True
1.364379091849053,1.4248553328040374,1.4502417045549183,True
-0.6109307439791792,-0.679879773938034,-0.22624914882368508,True
-0.5466930257408628,-0.6114331038000805,-0.1742649363158214,True
-0.5466930257408628,-0.6627681064035457,-0.18726098944278732,True
-0.38609873014507146,-0.4916514310586618,-0.05730045817312814,True
-0.450336448383388,-0.5258747661276386,-0.08329256442705997,True
-0.7394061804558122,-0.6456564388690572,-0.1092846706809918,True
0.705942479906309,0.9970636444418277,1.1253403763807703,True
0.5935264729892551,0.9628403093728509,1.0863522169998727,True
0.6577641912275716,1.0312869795108046,1.1383364295077363,True
0.7701801981446255,1.099733649648758,1.2163127482695317,True
0.9147150641808376,1.1510686522522233,1.2682969607773955,True
0.9950122119787332,1.2024036548556885,1.3852614389200888,True
1.0271310710978916,1.2195153223901767,1.4372456514279524,True
1.091368789336208,1.2879619925281303,1.4892298639358161,True
1.1877253666936827,1.3564086626660838,1.5152219701897478,True
1.2680225144915784,1.4248553328040374,1.5282180233167137,True
1.348319662289474,1.4761903354075026,1.5282180233167137,True
1.3804385214086323,1.5104136704764792,1.5282180233167137,True
1.4125573805277905,1.5104136704764792,1.5152219701897478,True
1.5249733874448443,1.5617486730799444,1.5282180233167137,True
1.5892111056831608,1.630195343217898,1.5282180233167137,True
1.6534488239214773,1.681530345821363,1.5282180233167137,True
1.733745971719373,1.7328653484248284,1.5282180233167137,True
1.7979836899576895,1.7842003510282936,1.5282180233167137,True
1.8301025490768477,1.7842003510282936,1.5282180233167137,True
1.846161978636427,1.7842003510282936,1.5282180233167137,True
1.8140431195172686,1.767088683493805,1.5282180233167137,True
1.6534488239214773,1.6473070107523864,1.502225917062782,True
1.5892111056831608,1.6130836756834097,1.502225917062782,True
1.5570922465640027,1.5788603406144328,1.4762338108088502,True
1.6855676830406356,1.71575368089034,1.5282180233167137,True
1.5570922465640027,1.5959720081489213,1.4892298639358161,True
1.5731516761235818,1.630195343217898,1.4762338108088502,True
1.5731516761235818,1.6473070107523864,1.5282180233167137,True
1.5089139578852653,1.5275253380109677,1.4762338108088502,True
1.476795098766107,1.493302002941991,1.4502417045549183,True
1.5731516761235818,1.681530345821363,1.4892298639358161,True
1.4607356692065279,1.5275253380109677,1.5282180233167137,True
1.4446762396469488,1.5104136704764792,1.5152219701897478,True
1.4286168100873695,1.493302002941991,1.502225917062782,True
-0.5627524553004418,-0.679879773938034,-0.20025704256975324,True
-0.37003930058549234,-0.47453976352417343,-0.044304405046162225,True
-0.41821758926422975,-0.4916514310586618,-0.05730045817312814,True
-0.5145741666217045,-0.5087630985931502,-0.08329256442705997,True
-0.4824553075025462,-0.6285447713345689,-0.12228072380795774,True
-0.707287321336654,-0.6114331038000805,-0.08329256442705997,True
0.7862396277042046,1.0483986470452928,1.1643285357616682,True
0.6738236207871507,0.9970636444418277,1.1383364295077363,True
0.705942479906309,1.0655103145797813,1.1903206420156,True
0.7862396277042046,1.1168453171832464,1.2293088013964977,True
0.9147150641808376,1.1681803197867116,1.2812930139043615,True
0.9468339232999958,1.1339569847177349,1.2812930139043615,True
0.9789527824191541,1.1681803197867116,1.3072851201582931,True
1.0271310710978916,1.1852919873212,1.3852614389200888,True
1.0592499302170497,1.2195153223901767,1.4112535451740205,True
1.1234876484553662,1.2879619925281303,1.4632377576818842,True
1.219844225812841,1.3735203302005723,1.502225917062782,True
1.2680225144915784,1.4248553328040374,1.5152219701897478,True
1.332260232729895,1.4761903354075026,1.5282180233167137,True
1.364379091849053,1.493302002941991,1.5282180233167137,True
1.5089139578852653,1.5446370055454561,1.5282180233167137,True
1.7979836899576895,1.8013120185627818,1.5282180233167137,True
1.862221408196006,1.852647021166247,1.5282180233167137,True
1.8301025490768477,1.8184236860972702,1.5282180233167137,True
1.7498054012789521,1.7328653484248284,1.5282180233167137,True
1.6052705352427399,1.5959720081489213,1.4632377576818842,True
1.5410328170044234,1.5617486730799444,1.4632377576818842,True
1.5089139578852653,1.5446370055454561,1.4502417045549183,True
1.5731516761235818,1.6644186782868748,1.5282180233167137,True
1.5410328170044234,1.630195343217898,1.4762338108088502,True
1.4607356692065279,1.5104136704764792,1.4632377576818842,True
1.4446762396469488,1.493302002941991,1.4502417045549183,True
1.492854528325686,1.5617486730799444,1.5282180233167137,True
1.476795098766107,1.5446370055454561,1.5282180233167137,True
-0.578811884860021,-0.6969914414725225,-0.21325309569671916,True
-0.4663958779429671,-0.542986433662127,-0.09628861755402589,True
-0.6109307439791792,-0.6456564388690572,-0.12228072380795774,True
-0.6591090326579166,-0.5943214362655921,-0.07029651130009405,True
0.8183584868233629,1.0826219821142697,1.1903206420156,True
0.7380613390254672,1.0655103145797813,1.1903206420156,True
0.8344179163829419,1.1168453171832464,1.2423048545234636,True
0.9307744937404168,1.1681803197867116,1.3072851201582931,True
0.9950122119787332,1.1339569847177349,1.2942890670313274,True
1.0271310710978916,1.1681803197867116,1.320281173285259,True
1.0592499302170497,1.2024036548556885,1.3722653857931228,True
1.091368789336208,1.2366269899246651,1.3982574920470547,True
1.1556065075745245,1.3050736600626187,1.4242495983009864,True
1.23590365537242,1.3564086626660838,1.4632377576818842,True
1.2840819440511575,1.4248553328040374,1.4892298639358161,True
1.3162008031703156,1.4419670003385259,1.4892298639358161,True
1.364379091849053,1.459078667873014,1.4762338108088502,True
1.3964979509682114,1.4761903354075026,1.4632377576818842,True
1.7176865421597938,1.767088683493805,1.5282180233167137,True
1.7658648308385312,1.767088683493805,1.5282180233167137,True
1.7658648308385312,1.7499770159593167,1.5282180233167137,True
1.7016271126002147,1.681530345821363,1.502225917062782,True
1.6695082534810564,1.6473070107523864,1.4762338108088502,True
1.6373893943618982,1.630195343217898,1.4892298639358161,True
1.492854528325686,1.5104136704764792,1.4242495983009864,True
1.5089139578852653,1.5275253380109677,1.4372456514279524,True
1.5089139578852653,1.5959720081489213,1.4762338108088502,True
1.5249733874448443,1.6130836756834097,1.4632377576818842,True
-0.5627524553004418,-0.6456564388690572,-0.1742649363158214,True
-0.5466930257408628,-0.6285447713345689,-0.1612688831888555,True
-0.578811884860021,-0.6627681064035457,-0.18726098944278732,True
-0.6109307439791792,-0.6969914414725225,-0.21325309569671916,True
-0.6269901735387583,-0.7141031090070108,-0.22624914882368508,True
-0.5948713144196001,-0.679879773938034,-0.20025704256975324,True
-0.5466930257408628,-0.679879773938034,-0.1612688831888555,True
-0.5306335961812836,-0.6627681064035457,-0.14827283006188957,True
-0.5145741666217045,-0.6456564388690572,-0.13527677693492365,True
-0.5627524553004418,-0.6969914414725225,-0.1742649363158214,True
-0.5948713144196001,-0.7312147765414992,-0.20025704256975324,True
-0.578811884860021,-0.7141031090070108,-0.18726098944278732,True
-0.4824553075025462,-0.6114331038000805,-0.1092846706809918,True
-0.5145741666217045,-0.5943214362655921,-0.13527677693492365,True
-0.4021581597046506,-0.47453976352417343,-0.044304405046162225,True
-0.43427701882380887,-0.5087630985931502,-0.07029651130009405,True
-0.5145741666217045,-0.6627681064035457,-0.12228072380795774,True
-0.6751684622174957,-0.6114331038000805,-0.08329256442705997,True
0.8504773459425211,1.0826219821142697,1.2163127482695317,True
0.8022990572637837,1.0826219821142697,1.2293088013964977,True
0.8022990572637837,1.1168453171832464,1.2553009076504296,True
0.8825962050616794,1.1168453171832464,1.2682969607773955,True
0.9468339232999958,1.1510686522522233,1.333277226412225,True
1.0271310710978916,1.1168453171832464,1.320281173285259,True
1.0753093597766288,1.1852919873212,1.333277226412225,True
1.1556065075745245,1.2879619925281303,1.3852614389200888,True
1.1716659371341036,1.3050736600626187,1.3982574920470547,True
1.219844225812841,1.3564086626660838,1.4372456514279524,True
1.2840819440511575,1.407743665269549,1.4632377576818842,True
1.332260232729895,1.459078667873014,1.502225917062782,True
1.3804385214086323,1.4761903354075026,1.4892298639358161,True
1.4125573805277905,1.493302002941991,1.4762338108088502,True
1.6373893943618982,1.681530345821363,1.5152219701897478,True
1.6213299648023192,1.6130836756834097,1.4762338108088502,True
1.6695082534810564,1.71575368089034,1.5282180233167137,True
1.5570922465640027,1.5617486730799444,1.5282180233167137,True
1.5410328170044234,1.5446370055454561,1.5282180233167137,True
1.5249733874448443,1.5275253380109677,1.5152219701897478,True
1.492854528325686,1.493302002941991,1.4892298639358161,True
1.476795098766107,1.4761903354075026,1.4762338108088502,True
1.4607356692065279,1.459078667873014,1.4632377576818842,True
1.4446762396469488,1.4419670003385259,1.4502417045549183,True
1.5089139578852653,1.5104136704764792,1.502225917062782,True
1.5410328170044234,1.6130836756834097,1.5152219701897478,True
1.4125573805277905,1.4761903354075026,1.4892298639358161,True
-0.6430496030983375,-0.7312147765414992,-0.239245201950651,True
-0.4663958779429671,-0.5943214362655921,-0.09628861755402589,True
-0.5306335961812836,-0.6114331038000805,-0.14827283006188957,True
-0.38609873014507146,-0.45742809598968504,-0.03130835191919631,True
-0.5466930257408628,-0.5943214362655921,-0.13527677693492365,True
-0.6109307439791792,-0.6456564388690572,-0.09628861755402589,True
-0.707287321336654,-0.6627681064035457,-0.09628861755402589,True
0.8344179163829419,1.0655103145797813,1.2033166951425658,True
0.8504773459425211,1.1339569847177349,1.2682969607773955,True
0.8986556346212585,1.1339569847177349,1.3072851201582931,True
0.9789527824191541,1.1510686522522233,1.333277226412225,True
1.1074282188957871,1.1852919873212,1.3722653857931228,True
1.2519630849319991,1.3906319977350605,1.4502417045549183,True
1.348319662289474,1.493302002941991,1.4892298639358161,True
1.4286168100873695,1.5446370055454561,1.5152219701897478,True
1.4607356692065279,1.5446370055454561,1.5152219701897478,True
1.4446762396469488,1.5275253380109677,1.4762338108088502,True
1.6695082534810564,1.7328653484248284,1.5282180233167137,True
1.6373893943618982,1.71575368089034,1.5282180233167137,True
1.6213299648023192,1.6644186782868748,1.5282180233167137,True
1.6213299648023192,1.6130836756834097,1.502225917062782,True
1.6052705352427399,1.6473070107523864,1.4892298639358161,True
1.5249733874448443,1.5446370055454561,1.4502417045549183,True
1.6052705352427399,1.6473070107523864,1.5282180233167137,True
1.5731516761235818,1.5788603406144328,1.5282180233167137,True
-0.6751684622174957,-0.7654381116104759,-0.2652373082045828,True
-0.450336448383388,-0.5772097687311037,-0.08329256442705997,True
-0.43427701882380887,-0.5600981011966153,-0.07029651130009405,True
-0.3539798710259132,-0.45742809598968504,-0.03130835191919631,True
-0.5466930257408628,-0.5258747661276386,-0.12228072380795774,True
-0.7554656100153914,-0.7141031090070108,-0.13527677693492365,True
0.8022990572637837,1.0483986470452928,1.1903206420156,True
0.8504773459425211,1.1168453171832464,1.2942890670313274,True
0.8986556346212585,1.1168453171832464,1.320281173285259,True
0.9789527824191541,1.1339569847177349,1.346273279539191,True
1.0110716415383123,1.1339569847177349,1.346273279539191,True
1.1074282188957871,1.2024036548556885,1.3852614389200888,True
1.23590365537242,1.3735203302005723,1.4502417045549183,True
1.2519630849319991,1.407743665269549,1.4242495983009864,True
1.3162008031703156,1.459078667873014,1.4632377576818842,True
1.4125573805277905,1.5275253380109677,1.502225917062782,True
1.4446762396469488,1.5275253380109677,1.502225917062782,True
1.4286168100873695,1.5104136704764792,1.4632377576818842,True
1.6213299648023192,1.681530345821363,1.5282180233167137,True
1.5892111056831608,1.5959720081489213,1.5152219701897478,True
1.6373893943618982,1.6473070107523864,1.5282180233167137,True
1.5410328170044234,1.5788603406144328,1.4892298639358161,True
1.5089139578852653,1.5446370055454561,1.4632377576818842,True
1.492854528325686,1.5275253380109677,1.4502417045549183,True
1.492854528325686,1.5275253380109677,1.5282180233167137,True
1.5570922465640027,1.5959720081489213,1.5282180233167137,True
1.4607356692065279,1.493302002941991,1.4892298639358161,True
-0.6591090326579166,-0.7483264440759876,-0.2522412550776169,True
-0.41821758926422975,-0.542986433662127,-0.05730045817312814,True
-0.28974215278759674,-0.3889814258517315,0.020675860588667366,True
-0.43427701882380887,-0.6285447713345689,-0.1092846706809918,True
-0.5145741666217045,-0.6627681064035457,-0.09628861755402589,True
-0.7875844691345496,-0.7483264440759876,-0.1612688831888555,True
0.7862396277042046,1.0141753119763162,1.1903206420156,True
0.7701801981446255,1.0655103145797813,1.2553009076504296,True
0.8183584868233629,1.1168453171832464,1.2942890670313274,True
0.9307744937404168,1.1339569847177349,1.333277226412225,True
1.0110716415383123,1.1168453171832464,1.3722653857931228,True
1.091368789336208,1.2195153223901767,1.4112535451740205,True
1.1556065075745245,1.3221853275971072,1.4112535451740205,True
1.1716659371341036,1.3564086626660838,1.3852614389200888,True
1.2840819440511575,1.4419670003385259,1.4502417045549183,True
1.364379091849053,1.4761903354075026,1.4632377576818842,True
1.348319662289474,1.459078667873014,1.4502417045549183,True
1.3804385214086323,1.459078667873014,1.4242495983009864,True
1.476795098766107,1.5617486730799444,1.502225917062782,True
1.6052705352427399,1.6130836756834097,1.5282180233167137,True
1.6373893943618982,1.681530345821363,1.5282180233167137,True
1.6534488239214773,1.6986420133558515,1.5282180233167137,True
1.5249733874448443,1.5617486730799444,1.4762338108088502,True
1.4607356692065279,1.493302002941991,1.502225917062782,True
1.4446762396469488,1.4761903354075026,1.4892298639358161,True
1.4286168100873695,1.4761903354075026,1.4372456514279524,True
1.4125573805277905,1.459078667873014,1.4242495983009864,True
1.3964979509682114,1.4419670003385259,1.4112535451740205,True
-0.6109307439791792,-0.7141031090070108,-0.18726098944278732,True
-0.6269901735387583,-0.7312147765414992,-0.20025704256975324,True
-0.6430496030983375,-0.7483264440759876,-0.21325309569671916,True
-0.578811884860021,-0.679879773938034,-0.1612688831888555,True
-0.5627524553004418,-0.6627681064035457,-0.14827283006188957,True
-0.5466930257408628,-0.6456564388690572,-0.13527677693492365,True
-0.5466930257408628,-0.6969914414725225,-0.14827283006188957,True
-0.5306335961812836,-0.679879773938034,-0.13527677693492365,True
-0.5627524553004418,-0.7141031090070108,-0.1612688831888555,True
-0.4824553075025462,-0.6285447713345689,-0.09628861755402589,True
-0.4663958779429671,-0.6114331038000805,-0.08329256442705997,True
-0.5948713144196001,-0.6285447713345689,-0.18726098944278732,True
-0.578811884860021,-0.6114331038000805,-0.1742649363158214,True
-0.41821758926422975,-0.6114331038000805,-0.09628861755402589,True
-0.5306335961812836,-0.6456564388690572,-0.08329256442705997,True
-0.6269901735387583,-0.6285447713345689,-0.08329256442705997,True
-0.7394061804558122,-0.6627681064035457,-0.09628861755402589,True
0.6898830503467299,0.9628403093728509,1.1383364295077363,True
0.7220019094658882,1.0655103145797813,1.2423048545234636,True
0.8504773459425211,1.1852919873212,1.359269332666157,True
0.8344179163829419,1.1168453171832464,1.346273279539191,True
0.9307744937404168,1.1852919873212,1.3982574920470547,True
0.9950122119787332,1.1681803197867116,1.4242495983009864,True
0.9468339232999958,1.099733649648758,1.320281173285259,True
1.091368789336208,1.2879619925281303,1.3852614389200888,True
1.1234876484553662,1.3392969951315954,1.3982574920470547,True
1.203784796253262,1.3906319977350605,1.4372456514279524,True
1.2519630849319991,1.4419670003385259,1.4502417045549183,True
1.3001413736107366,1.459078667873014,1.4632377576818842,True
1.3001413736107366,1.4419670003385259,1.4502417045549183,True
1.3162008031703156,1.4248553328040374,1.4242495983009864,True
1.4607356692065279,1.5446370055454561,1.4892298639358161,True
1.6534488239214773,1.7328653484248284,1.5282180233167137,True
1.6213299648023192,1.6986420133558515,1.5282180233167137,True
1.5089139578852653,1.5788603406144328,1.5282180233167137,True
1.5249733874448443,1.5959720081489213,1.5282180233167137,True
1.4446762396469488,1.4761903354075026,1.4762338108088502,True
-0.6591090326579166,-0.7654381116104759,-0.22624914882368508,True
-0.5948713144196001,-0.6969914414725225,-0.1742649363158214,True
-0.49851473706212535,-0.6456564388690572,-0.1092846706809918,True
-0.5306335961812836,-0.5600981011966153,-0.13527677693492365,True
-0.5466930257408628,-0.5772097687311037,-0.14827283006188957,True
-0.5145741666217045,-0.6627681064035457,-0.1742649363158214,True
-0.49851473706212535,-0.6969914414725225,-0.1612688831888555,True
-0.5306335961812836,-0.679879773938034,-0.1612688831888555,True
-0.5627524553004418,-0.679879773938034,-0.1092846706809918,True
-0.6591090326579166,-0.679879773938034,-0.09628861755402589,True
-0.7875844691345496,-0.679879773938034,-0.09628861755402589,True
0.6738236207871507,0.9628403093728509,1.1773245888886341,True
0.705942479906309,1.0655103145797813,1.2682969607773955,True
0.8022990572637837,1.1852919873212,1.3852614389200888,True
0.7541207685850464,1.1168453171832464,1.333277226412225,True
0.8665367755021003,1.1681803197867116,1.4112535451740205,True
0.9950122119787332,1.2366269899246651,1.4632377576818842,True
0.9789527824191541,1.1852919873212,1.4112535451740205,True
1.0431905006574707,1.2879619925281303,1.3982574920470547,True
1.0753093597766288,1.3392969951315954,1.4112535451740205,True
1.1556065075745245,1.407743665269549,1.4632377576818842,True
1.203784796253262,1.459078667873014,1.502225917062782,True
1.2680225144915784,1.493302002941991,1.5152219701897478,True
1.332260232729895,1.4761903354075026,1.5152219701897478,True
1.332260232729895,1.493302002941991,1.4892298639358161,True
1.3964979509682114,1.5446370055454561,1.5282180233167137,True
1.476795098766107,1.5104136704764792,1.5152219701897478,True
1.4286168100873695,1.459078667873014,1.4762338108088502,True
1.4125573805277905,1.4419670003385259,1.4632377576818842,True
1.5410328170044234,1.6130836756834097,1.5282180233167137,True
-0.6751684622174957,-0.7825497791449644,-0.239245201950651,True
-0.43427701882380887,-0.5772097687311037,-0.1092846706809918,True
-0.450336448383388,-0.5943214362655921,-0.12228072380795774,True
-0.4663958779429671,-0.6114331038000805,-0.13527677693492365,True
-0.41821758926422975,-0.5600981011966153,-0.09628861755402589,True
-0.4021581597046506,-0.542986433662127,-0.08329256442705997,True
-0.38609873014507146,-0.5258747661276386,-0.07029651130009405,True
-0.4824553075025462,-0.6285447713345689,-0.14827283006188957,True
-0.43427701882380887,-0.4916514310586618,-0.08329256442705997,True
-0.5145741666217045,-0.5258747661276386,-0.13527677693492365,True
-0.5145741666217045,-0.6114331038000805,-0.1742649363158214,True
-0.5627524553004418,-0.7141031090070108,-0.21325309569671916,True
-0.5466930257408628,-0.7483264440759876,-0.20025704256975324,True
-0.578811884860021,-0.7312147765414992,-0.20025704256975324,True
-0.6430496030983375,-0.7312147765414992,-0.14827283006188957,True
-0.707287321336654,-0.6969914414725225,-0.12228072380795774,True
-0.7554656100153914,-0.6285447713345689,-0.05730045817312814,True
0.6577641912275716,1.0312869795108046,1.2163127482695317,True
0.705942479906309,1.1339569847177349,1.3072851201582931,True
0.7541207685850464,1.2195153223901767,1.3982574920470547,True
0.6577641912275716,1.099733649648758,1.333277226412225,True
0.7862396277042046,1.1852919873212,1.4242495983009864,True
0.9468339232999958,1.2879619925281303,1.5152219701897478,True
0.9789527824191541,1.2879619925281303,1.502225917062782,True
0.8665367755021003,1.2024036548556885,1.3722653857931228,True
0.8986556346212585,1.2537386574591536,1.3852614389200888,True
0.9789527824191541,1.2879619925281303,1.4242495983009864,True
1.0592499302170497,1.3392969951315954,1.4632377576818842,True
1.1234876484553662,1.3735203302005723,1.4632377576818842,True
1.1395470780149453,1.3906319977350605,1.4762338108088502,True
1.1877253666936827,1.3906319977350605,1.4632377576818842,True
1.219844225812841,1.407743665269549,1.4502417045549183,True
1.3804385214086323,1.5275253380109677,1.5282180233167137,True
1.4286168100873695,1.5275253380109677,1.5282180233167137,True
1.5570922465640027,1.5788603406144328,1.5282180233167137,True
1.5410328170044234,1.5617486730799444,1.5282180233167137,True
1.332260232729895,1.3906319977350605,1.4242495983009864,True
1.3001413736107366,1.3564086626660838,1.3982574920470547,True
1.2840819440511575,1.3392969951315954,1.3852614389200888,True
1.3162008031703156,1.3392969951315954,1.3852614389200888,True
1.332260232729895,1.3564086626660838,1.3982574920470547,True
1.364379091849053,1.3735203302005723,1.4502417045549183,True
1.3804385214086323,1.407743665269549,1.4372456514279524,True
-0.5948713144196001,-0.7483264440759876,-0.18726098944278732,True
-0.6269901735387583,-0.7825497791449644,-0.21325309569671916,True
-0.6430496030983375,-0.7996614466794527,-0.22624914882368508,True
-0.6109307439791792,-0.7654381116104759,-0.20025704256975324,True
-0.450336448383388,-0.5943214362655921,-0.07029651130009405,True
-0.37003930058549234,-0.5087630985931502,-0.05730045817312814,True
-0.3539798710259132,-0.4916514310586618,-0.044304405046162225,True
-0.49851473706212535,-0.5943214362655921,-0.1612688831888555,True
-0.450336448383388,-0.5087630985931502,-0.09628861755402589,True
-0.4824553075025462,-0.5258747661276386,-0.13527677693492365,True
-0.4824553075025462,-0.6114331038000805,-0.1612688831888555,True
-0.5306335961812836,-0.6627681064035457,-0.20025704256975324,True
-0.5306335961812836,-0.7312147765414992,-0.18726098944278732,True
-0.578811884860021,-0.7312147765414992,-0.1742649363158214,True
-0.6591090326579166,-0.6969914414725225,-0.13527677693492365,True
-0.7394061804558122,-0.6969914414725225,-0.12228072380795774,True
-0.8678816169324453,-0.6627681064035457,-0.09628861755402589,True
0.5453481843105178,0.9628403093728509,1.1773245888886341,True
0.5453481843105178,1.0312869795108046,1.2553009076504296,True
0.5453481843105178,1.0826219821142697,1.3072851201582931,True
0.4329321773934639,0.9457286418383626,1.2293088013964977,True
0.5453481843105178,1.0312869795108046,1.2942890670313274,True
0.7380613390254672,1.1510686522522233,1.4372456514279524,True
0.8022990572637837,1.2024036548556885,1.4372456514279524,True
0.8665367755021003,1.2879619925281303,1.4762338108088502,True
0.9147150641808376,1.3050736600626187,1.4762338108088502,True
0.9468339232999958,1.3392969951315954,1.502225917062782,True
0.9950122119787332,1.3735203302005723,1.5282180233167137,True
1.0431905006574707,1.3906319977350605,1.5152219701897478,True
1.091368789336208,1.407743665269549,1.5152219701897478,True
1.1556065075745245,1.407743665269549,1.4892298639358161,True
1.1716659371341036,1.4248553328040374,1.4762338108088502,True
1.348319662289474,1.5275253380109677,1.5282180233167137,True
1.3964979509682114,1.5275253380109677,1.5282180233167137,True
1.5089139578852653,1.5275253380109677,1.5282180233167137,True
1.492854528325686,1.5104136704764792,1.5282180233167137,True
